"Location","String Value","String Representation","Data Type"
"8202a608","STAR_WINS","\"STAR_WINS\"","ds"
"8202a614","TitleText","\"TitleText\"","ds"
"8202a620","STARPLAYERNAME","\"STARPLAYERNAME\"","ds"
"8202a630","SET_STARS_%i","\"SET_STARS_%i\"","ds"
"8202a640","grp_dws_result","\"grp_dws_result\"","ds"
"8202a7f8","ENTER_FORWARD_X360","\"ENTER_FORWARD_X360\"","ds"
"8202a80c","txt_label","\"txt_label\"","ds"
"8202aab4","btn_continue","\"btn_continue\"","ds"
"8202ac34","avatar_stamp","\"avatar_stamp\"","ds"
"8202ac44","txt_continue","\"txt_continue\"","ds"
"8202ac54","enter_forward_consult","\"enter_forward_consult\"","ds"
"8202acac","BOTTOM_BUTTON_OFF","\"BOTTOM_BUTTON_OFF\"","ds"
"8202acc0","BOTTOM_BUTTON_ON","\"BOTTOM_BUTTON_ON\"","ds"
"8202acd4","CountryFlag","\"CountryFlag\"","ds"
"8202ace0","PlayerName","\"PlayerName\"","ds"
"8202acec","TournamentName","\"TournamentName\"","ds"
"8202acfc","AddAsFriend","\"AddAsFriend\"","ds"
"8202b020","DancerCard","\"DancerCard\"","ds"
"8202b02c","OVERLAY_OFF","\"OVERLAY_OFF\"","ds"
"8202b038","OVERLAY_ON","\"OVERLAY_ON\"","ds"
"8202b268","WDF_WORLDMAP_START","\"WDF_WORLDMAP_START\"","ds"
"8202b27c","WDF_WORLDMAP_COUNTRY","\"WDF_WORLDMAP_COUNTRY\"","ds"
"8202b294","country_name","\"country_name\"","ds"
"8202b2a4","WDF_WORLDMAP_ONLINELEVEL","\"WDF_WORLDMAP_ONLINELEVEL\"","ds"
"8202b2c0","online_level","\"online_level\"","ds"
"8202b434","Player_%s%d","\"Player_%s%d\"","ds"
"8202b440","SCROLL_RIGHT","\"SCROLL_RIGHT\"","ds"
"8202b450","RESET_POS","\"RESET_POS\"","ds"
"8202b498","DANCER_HIDE","\"DANCER_HIDE\"","ds"
"8202b4a4","DANCER_SHOW","\"DANCER_SHOW\"","ds"
"8202b4b0","BTN_WDF_ONLINE_PLAYER","\"BTN_WDF_ONLINE_PLAYER\"","ds"
"8202b61c","ArrowLeft","\"ArrowLeft\"","ds"
"8202b628","ArrowRight","\"ArrowRight\"","ds"
"8202b634","Players_Stock","\"Players_Stock\"","ds"
"8202b644","btn_close_dancercard","\"btn_close_dancercard\"","ds"
"8202b7c0","btn_replay","\"btn_replay\"","ds"
"8202b970","SHOW_NO_SYNC","\"SHOW_NO_SYNC\"","ds"
"8202b980","IS_MOJO_OFF","\"IS_MOJO_OFF\"","ds"
"8202b98c","IS_MOJO_ON","\"IS_MOJO_ON\"","ds"
"8202b998","btn_report","\"btn_report\"","ds"
"8202b9a4","VOTE_PLUS_1","\"VOTE_PLUS_1\"","ds"
"8202b9b0","btn_vote","\"btn_vote\"","ds"
"8202b9bc","CMUVideoReplay","\"CMUVideoReplay\"","ds"
"8202b9cc","CMUVideoPrevious","\"CMUVideoPrevious\"","ds"
"8202b9e0","CMUVideoNext","\"CMUVideoNext\"","ds"
"8202b9f0","CMUThumbnailClick","\"CMUThumbnailClick\"","ds"
"8202ba04","txt_count","\"txt_count\"","ds"
"8202ba10","grp_vote_count","\"grp_vote_count\"","ds"
"8202ba20","grp_video_buffer","\"grp_video_buffer\"","ds"
"8202ba34","videooutputtarget","\"videooutputtarget\"","ds"
"8202ba48","carousel","\"carousel\"","ds"
"8202ba54","replayButton","\"replayButton\"","ds"
"8202bc98","PLAYER_ME","\"PLAYER_ME\"","ds"
"8202bca4","PLAYER_FRIEND","\"PLAYER_FRIEND\"","ds"
"8202bcb4","PLAYER_VIP","\"PLAYER_VIP\"","ds"
"8202bcc0","PLAYER_NORMAL","\"PLAYER_NORMAL\"","ds"
"8202bcd0","APPEAR","\"APPEAR\"","ds"
"8202bcd8","DISAPPEAR","\"DISAPPEAR\"","ds"
"8202bce4","MOVE_UP","\"MOVE_UP\"","ds"
"8202bcec","MOVE_DOWN","\"MOVE_DOWN\"","ds"
"8202bcf8","SET_STAR_7","\"SET_STAR_7\"","ds"
"8202bd04","SET_STAR_6","\"SET_STAR_6\"","ds"
"8202bd10","SET_STAR_5","\"SET_STAR_5\"","ds"
"8202bd1c","SET_STAR_4","\"SET_STAR_4\"","ds"
"8202bd28","SET_STAR_3","\"SET_STAR_3\"","ds"
"8202bd34","SET_STAR_2","\"SET_STAR_2\"","ds"
"8202bd40","SET_STAR_1","\"SET_STAR_1\"","ds"
"8202bd4c","STAR_RESET","\"STAR_RESET\"","ds"
"8202bd58","RECAP_WORLD_ON","\"RECAP_WORLD_ON\"","ds"
"8202bd68","WorldRank","\"WorldRank\"","ds"
"8202bd74","RECAP_WORLD_OFF","\"RECAP_WORLD_OFF\"","ds"
"8202bd84","PlayerCountry","\"PlayerCountry\"","ds"
"8202bd94","WDF_INGAME_RACELINE_INCOMING","\"WDF_INGAME_RACELINE_INCOMING\"","ds"
"8202bdb4","PlayerAvatar","\"PlayerAvatar\"","ds"
"8202bdc4","WDF_INGAME_RACELINE_MYNEWPOSITION_DOWN","\"WDF_INGAME_RACELINE_MYNEWPOSITION_DOWN\"","ds"
"8202bdec","WDF_INGAME_RACELINE_LOSER","\"WDF_INGAME_RACELINE_LOSER\"","ds"
"8202be08","WDF_INGAME_RACELINE_MYNEWPOSITION_UP","\"WDF_INGAME_RACELINE_MYNEWPOSITION_UP\"","ds"
"8202be30","WDF_INGAME_RACELINE_LEADER","\"WDF_INGAME_RACELINE_LEADER\"","ds"
"8202bfbc","POSITION","\"POSITION\"","ds"
"8202c1c0","IS_ARROW","\"IS_ARROW\"","ds"
"8202c1cc","hand_pointer","\"hand_pointer\"","ds"
"8202c1dc","hand_indicator","\"hand_indicator\"","ds"
"8202c28c","OutHand_IN","\"OutHand_IN\"","ds"
"8202c298","OutHand_OUT","\"OutHand_OUT\"","ds"
"8202c2a4","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202c2c4","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202c2dc","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202c30c","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202c33c","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202c36c","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202c39c","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202c3c4","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202c3ec","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202c418","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202c5a8","[icon:CALIBRATION]","\"[icon:CALIBRATION]\"","ds"
"8202c5bc","txt_switch_profile","\"txt_switch_profile\"","ds"
"8202c5d0","txt_press_to_continue","\"txt_press_to_continue\"","ds"
"8202c5e8","ENTER_FORWARD_UPLAY","\"ENTER_FORWARD_UPLAY\"","ds"
"8202c740","txt_content_2","\"txt_content_2\"","ds"
"8202c750","txt_content_1","\"txt_content_1\"","ds"
"8202c760","JUSTDANCESAVEFOUND","\"JUSTDANCESAVEFOUND\"","ds"
"8202c7ac","enter_forward_avatar","\"enter_forward_avatar\"","ds"
"8202c7c4","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202c7e4","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202c7fc","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202c82c","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202c85c","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202c88c","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202c8bc","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202c8e4","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202c90c","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202c938","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202c998","CENTER_ON","\"CENTER_ON\"","ds"
"8202c9a4","IS_NORMAL","\"IS_NORMAL\"","ds"
"8202c9b0","CENTER_OFF","\"CENTER_OFF\"","ds"
"8202c9bc","IS_SWEAT","\"IS_SWEAT\"","ds"
"8202c9c8","btn_notif_banner","\"btn_notif_banner\"","ds"
"8202c9dc","btn_wdf","\"btn_wdf\"","ds"
"8202c9e4","ENTER_FORWARD_WDF","\"ENTER_FORWARD_WDF\"","ds"
"8202c9f8","IS_RECOMMENDED_FALSE","\"IS_RECOMMENDED_FALSE\"","ds"
"8202ca10","IS_RECOMMENDED_TRUE","\"IS_RECOMMENDED_TRUE\"","ds"
"8202cbf4","No_Name","\"No_Name\"","ds"
"8202cc7c","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202cc9c","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202ccb4","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202cce4","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202cd14","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202cd44","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202cd74","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202cd9c","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202cdc4","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202cdf0","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202ce50","%d / %d","\"%d / %d\"","ds"
"8202ce58","refreshbutton","\"refreshbutton\"","ds"
"8202ce78","ui_wdg_continue","\"ui_wdg_continue\"","ds"
"8202ce88","ui_pagenumber_text","\"ui_pagenumber_text\"","ds"
"8202ce9c","title_txt_grp","\"title_txt_grp\"","ds"
"8202ceac","arrow_right","\"arrow_right\"","ds"
"8202ceb8","arrow_left","\"arrow_left\"","ds"
"8202cec4","Username","\"Username\"","ds"
"8202d000","btn_upload_right","\"btn_upload_right\"","ds"
"8202d180","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202d1a0","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202d1b8","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202d1e8","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202d218","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202d248","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202d278","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202d2a0","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202d2c8","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202d2f4","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202d490","timeContentFlushes","\"timeContentFlushes\"","ds"
"8202d4a4","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202d4c4","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202d4dc","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202d50c","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202d53c","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202d56c","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202d59c","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202d5c4","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202d5ec","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202d618","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202d67c","FILTER_IN","\"FILTER_IN\"","ds"
"8202d688","FILTER_OUT","\"FILTER_OUT\"","ds"
"8202d7c4","BUFFER_DISABLE","\"BUFFER_DISABLE\"","ds"
"8202d7d4","BUFFER_ENABLE","\"BUFFER_ENABLE\"","ds"
"8202d7e4","Thumbnail","\"Thumbnail\"","ds"
"8202d7f4","btn_thumbnail_%d","\"btn_thumbnail_%d\"","ds"
"8202d950","SET_SLOT_%d_PLAYER_%d","\"SET_SLOT_%d_PLAYER_%d\"","ds"
"8202d968","mashup_coach%d","\"mashup_coach%d\"","ds"
"8202dab4","SLOT_NO_CAM_%d","\"SLOT_NO_CAM_%d\"","ds"
"8202dac4","SLOT_CAM_%d","\"SLOT_CAM_%d\"","ds"
"8202dad0","GRP_PLAYER_%d","\"GRP_PLAYER_%d\"","ds"
"8202dae0","COACH","\"COACH\"","ds"
"8202dae8","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202db08","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202db20","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202db50","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202db80","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202dbb0","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202dbe0","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202dc08","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202dc30","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202dc5c","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202dcd0","btn_dc_access_%d+1","\"btn_dc_access_%d+1\"","ds"
"8202dce4","video_signature","\"video_signature\"","ds"
"8202dcf4","LOBBY_CHALLENGERS_COUNTRY","\"LOBBY_CHALLENGERS_COUNTRY\"","ds"
"8202dd10","LOBBY_CHALLENGERS_ONLINELEVEL","\"LOBBY_CHALLENGERS_ONLINELEVEL\"","ds"
"8202dd30","LOBBY_CHALLENGERS_GENERIC","\"LOBBY_CHALLENGERS_GENERIC\"","ds"
"8202dd4c","LOBBY_CHALLENGERS_GENERIC_START","\"LOBBY_CHALLENGERS_GENERIC_START\"","ds"
"8202dd6c","country_missing","\"country_missing\"","ds"
"8202dd7c","ASYNC_UNASSIGNED","\"ASYNC_UNASSIGNED\"","ds"
"8202dd90","ASYNC_ASSIGNED","\"ASYNC_ASSIGNED\"","ds"
"8202dda0","AVATAR_SWAP","\"AVATAR_SWAP\"","ds"
"8202de94","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202deac","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202dedc","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202df0c","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202df3c","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202df6c","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202df94","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202dfbc","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202dfe8","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202e050","REMOVE_CHALLENGER_SFX","\"REMOVE_CHALLENGER_SFX\"","ds"
"8202e068","NOPLAYER_OFF","\"NOPLAYER_OFF\"","ds"
"8202e078","NOPLAYER_ON","\"NOPLAYER_ON\"","ds"
"8202e090","LAUNCH","\"LAUNCH\"","ds"
"8202e098","LongFadeOut","\"LongFadeOut\"","ds"
"8202e218","txt_selectyourcoach","\"txt_selectyourcoach\"","ds"
"8202e22c","txt_artistname","\"txt_artistname\"","ds"
"8202e23c","txt_titlename","\"txt_titlename\"","ds"
"8202e258","ENTER_%s_%s","\"ENTER_%s_%s\"","ds"
"8202e26c","SEXTET","\"SEXTET\"","ds"
"8202e274","QUINTET","\"QUINTET\"","ds"
"8202e27c","QUATUOR","\"QUATUOR\"","ds"
"8202e298","NO_CAM","\"NO_CAM\"","ds"
"8202e2a0","SAY_JUSTDANCE_OFF","\"SAY_JUSTDANCE_OFF\"","ds"
"8202e2b4","SAY_JUSTDANCE_ON","\"SAY_JUSTDANCE_ON\"","ds"
"8202e2c8","CameraSilhouette","\"CameraSilhouette\"","ds"
"8202e2dc","SIGNATURE_MOVE_OFF","\"SIGNATURE_MOVE_OFF\"","ds"
"8202e2f0","SIGNATURE_MOVE_ON","\"SIGNATURE_MOVE_ON\"","ds"
"8202e304","HIDE_INSTANT","\"HIDE_INSTANT\"","ds"
"8202e328","btn_check_challengers","\"btn_check_challengers\"","ds"
"8202e340","countdown_wdg","\"countdown_wdg\"","ds"
"8202e350","EXIT_CRM_TUTO_CONTEST","\"EXIT_CRM_TUTO_CONTEST\"","ds"
"8202e368","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202e388","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202e3a0","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202e3d0","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8202e400","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8202e430","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"8202e460","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"8202e488","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8202e4b0","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8202e4dc","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"8202e4fc","PlayerStatsProtocol::WriteStats_V1","\"PlayerStatsProtocol::WriteStats_V1\"","ds"
"8202e520","PlayerStatsProtocol::ReadStatsByPlayers_V1","\"PlayerStatsProtocol::ReadStatsByPlayers_V1\"","ds"
"8202e54c","PlayerStatsProtocol::ReadStatboardHistory_V1","\"PlayerStatsProtocol::ReadStatboardHistory_V1\"","ds"
"8202e57c","PlayerStatsProtocol::ReadLeaderboardHistory_V1","\"PlayerStatsProtocol::ReadLeaderboardHistory_V1\"","ds"
"8202e5ac","PlayerStatsProtocol::ReadStatboardHistoryAggregated_V1","\"PlayerStatsProtocol::ReadStatboardHistoryAggregated_V1\"","ds"
"8202e5e4","PlayerStatsProtocol::GetStatboardNextPurgeDate_V1","\"PlayerStatsProtocol::GetStatboardNextPurgeDate_V1\"","ds"
"8202e618","PlayerStatsProtocol::ReadLeaderboardsNearPlayer_V1","\"PlayerStatsProtocol::ReadLeaderboardsNearPlayer_V1\"","ds"
"8202e64c","PlayerStatsProtocol::ReadLeaderboardsByRank_V1","\"PlayerStatsProtocol::ReadLeaderboardsByRank_V1\"","ds"
"8202e67c","PlayerStatsProtocol::ReadLeaderboardsByPlayers_V1","\"PlayerStatsProtocol::ReadLeaderboardsByPlayers_V1\"","ds"
"8202e6b0","PlayerStatsProtocol::ReadPopulationStats_V1","\"PlayerStatsProtocol::ReadPopulationStats_V1\"","ds"
"8202e6dc","PlayerStatsProtocol::ReadPopulationStatsHistory_V1","\"PlayerStatsProtocol::ReadPopulationStatsHistory_V1\"","ds"
"8202e710","PlayerStatsProtocol","\"PlayerStatsProtocol\"","ds"
"8202e764","LEADERBOARD_SWITCH","\"LEADERBOARD_SWITCH\"","ds"
"8202e778","IS_CHALLENGER_AVATAR","\"IS_CHALLENGER_AVATAR\"","ds"
"8202e790","IS_CAMERA","\"IS_CAMERA\"","ds"
"8202e79c","IS_EMPTY","\"IS_EMPTY\"","ds"
"8202e7a8","ENTER_X1","\"ENTER_X1\"","ds"
"8202e7b4","ENTER_X2","\"ENTER_X2\"","ds"
"8202e7c0","ENTER_X3","\"ENTER_X3\"","ds"
"8202e7cc","ENTER_X4","\"ENTER_X4\"","ds"
"8202e7df","8[icon:STAR]","\"8[icon:STAR]\"","ds"
"8202e7ec","[icon:STAR_PLUS]","\"[icon:STAR_PLUS]\"","ds"
"8202e804","[icon:STAR_PLUS_MORE]","\"[icon:STAR_PLUS_MORE]\"","ds"
"8202e958","YOUR COUNTRY","\"YOUR COUNTRY\"","ds"
"8202e968","stars","\"stars\"","ds"
"8202e970","position","\"position\"","ds"
"8202e97c","LOADING","\"LOADING\"","ds"
"8202e984","txt_leaderboard_title","\"txt_leaderboard_title\"","ds"
"8202e99c","shopcut","\"shopcut\"","ds"
"8202e9a4","titlename","\"titlename\"","ds"
"8202e9b0","artistname","\"artistname\"","ds"
"8202e9bc","bkg_cover","\"bkg_cover\"","ds"
"8202eab4","RATE_","\"RATE_\"","ds"
"8202eafc","SET_%d","\"SET_%d\"","ds"
"8202ec28","coach_bkg_left","\"coach_bkg_left\"","ds"
"8202ec64","SET_PINK","\"SET_PINK\"","ds"
"8202ec70","SET_YELLOW","\"SET_YELLOW\"","ds"
"8202ec7c","SET_PURPLE","\"SET_PURPLE\"","ds"
"8202ec88","SET_GREEN","\"SET_GREEN\"","ds"
"8202ec94","SET_RED","\"SET_RED\"","ds"
"8202ec9c","SET_BLUE","\"SET_BLUE\"","ds"
"8202eca8","EXIT_FORWARD_PLAYLIST","\"EXIT_FORWARD_PLAYLIST\"","ds"
"8202edfc","ENTER_FORWARD_%dP","\"ENTER_FORWARD_%dP\"","ds"
"8202ee10","PLAYLIST_END_OFF","\"PLAYLIST_END_OFF\"","ds"
"8202ee24","PLAYLIST_END_ON","\"PLAYLIST_END_ON\"","ds"
"8202ee34","ENTER_FORWARD_%dP_PLAYLIST","\"ENTER_FORWARD_%dP_PLAYLIST\"","ds"
"8202ee50","txt_next_song","\"txt_next_song\"","ds"
"8202ee60","count_song","\"count_song\"","ds"
"8202ee74","txt_next_artist","\"txt_next_artist\"","ds"
"8202ee84","grp_countdown","\"grp_countdown\"","ds"
"8202ee94","rating_hearts","\"rating_hearts\"","ds"
"8202eea4","btn_challenge","\"btn_challenge\"","ds"
"8202f1b8","IS_GAMEMODE_ON","\"IS_GAMEMODE_ON\"","ds"
"8202f1c8","IS_GAMEMODE_OFF","\"IS_GAMEMODE_OFF\"","ds"
"8202f1d8","gamemode","\"gamemode\"","ds"
"8202f1e4","titleExpand","\"titleExpand\"","ds"
"8202f1f0","title","\"title\"","ds"
"8202f1f8","artist","\"artist\"","ds"
"8202f380","IS_CHALLENGE_ON","\"IS_CHALLENGE_ON\"","ds"
"8202f390","IS_PLAYED_WDF_ON","\"IS_PLAYED_WDF_ON\"","ds"
"8202f3a4","IS_CHALLENGE_OFF","\"IS_CHALLENGE_OFF\"","ds"
"8202f3b8","IS_PLAYED_WDF_OFF","\"IS_PLAYED_WDF_OFF\"","ds"
"8202f3cc","WDF_ARTISTNAMEPLAYING","\"WDF_ARTISTNAMEPLAYING\"","ds"
"8202f3e4","WDF_SONGNAMEPLAYING","\"WDF_SONGNAMEPLAYING\"","ds"
"8202f3f8","push_cmu_contest","\"push_cmu_contest\"","ds"
"8202f40c","bkgCover","\"bkgCover\"","ds"
"8202f418","expandCover","\"expandCover\"","ds"
"8202f718","WDF_JUSTDANCERS","\"WDF_JUSTDANCERS\"","ds"
"8202f728","wdf_interlude","\"wdf_interlude\"","ds"
"8202f738","CONTENT","\"CONTENT\"","ds"
"8202f740","audioproxy_wdf","\"audioproxy_wdf\"","ds"
"8202f750","INFO_SMALL","\"INFO_SMALL\"","ds"
"8202f75c","INFO_LARGE","\"INFO_LARGE\"","ds"
"8202f768","WDF_CrowdLoop","\"WDF_CrowdLoop\"","ds"
"8202f778","UI_TXT_INSTALL_PROGRESSION","\"UI_TXT_INSTALL_PROGRESSION\"","ds"
"8202f794","INSTALL_ON","\"INSTALL_ON\"","ds"
"8202f7a0","INSTALL_OFF","\"INSTALL_OFF\"","ds"
"8202f7ac","SET_DANCERS_OUT","\"SET_DANCERS_OUT\"","ds"
"8202f7bc","SET_DANCERS_IN","\"SET_DANCERS_IN\"","ds"
"8202f7cc","SET_TOURNAMENT_OUT","\"SET_TOURNAMENT_OUT\"","ds"
"8202f7e0","SET_TOURNAMENT_IN","\"SET_TOURNAMENT_IN\"","ds"
"8202f7f4","SET_DWS_OUT","\"SET_DWS_OUT\"","ds"
"8202f800","SET_DWS_IN","\"SET_DWS_IN\"","ds"
"8202f80c","SET_SONG_OUT","\"SET_SONG_OUT\"","ds"
"8202f81c","SET_SONG_IN","\"SET_SONG_IN\"","ds"
"8202f828","SET_NO_CNX_OUT","\"SET_NO_CNX_OUT\"","ds"
"8202f838","SET_NO_CNX_IN","\"SET_NO_CNX_IN\"","ds"
"8202f858","starTotal","\"starTotal\"","ds"
"8202f864","starCounter","\"starCounter\"","ds"
"8202f870","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"8202f890","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8202f8a8","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8202f8d8","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
