"Location","String Value","String Representation","Data Type"
"822bc784","WebM parse error: Couldn't get next block from webm file.","\"WebM parse error: Couldn't get next block from webm file.\"","ds"
"822bc7c0","Cache init failed!","\"Cache init failed!\"","ds"
"822bc7d4","Cannot open file %s in MkvReader::Init()!","\"Cannot open file %s in MkvReader::Init()!\"","ds"
"822bc800","Invalid parameter (_inStream) when calling MkvReader::Init() (file %s already opened)!","\"Invalid parameter (_inStream) when calling MkvReader::Init() (file %s already opened)!\"","ds"
"822bc858","X:\jd_code\main_legacy\extern\pleo\pleo\src\private/decoder/webm/Decoder_WebM_MkvReader.h","\"X:\\jd_code\\main_legacy\\extern\\pleo\\pleo\\src\\private/decoder/webm/Decoder_WebM_MkvReader.h\"","ds"
"822bc8b4","pleo::MkvReader<class pleo::Decoder_WebM_MkvReaderCache>::Init","\"pleo::MkvReader<class pleo::Decoder_WebM_MkvReaderCache>::Init\"","ds"
"822bc8f8","Invalid parameter (_inStream) when calling MkvReader::Init() (_inStream == 0)!","\"Invalid parameter (_inStream) when calling MkvReader::Init() (_inStream == 0)!\"","ds"
"822bc948","WebM parse error: Failed to load cluster containing the frame to seek to.","\"WebM parse error: Failed to load cluster containing the frame to seek to.\"","ds"
"822bc998","WebM parse error: Couldn't find block to derive frame time from.","\"WebM parse error: Couldn't find block to derive frame time from.\"","ds"
"822bc9dc","Couldn't find cue when seeking a frame ahead %d on %s","\"Couldn't find cue when seeking a frame ahead %d on %s\"","ds"
"822bca18","WebM parse error: Couldn't find block containing frame to seek to.","\"WebM parse error: Couldn't find block containing frame to seek to.\"","ds"
"822bca5c","Couldn't find track when seeking a frame ahead","\"Couldn't find track when seeking a frame ahead\"","ds"
"822bca8c","Couldn't find key frame for requested seek position","\"Couldn't find key frame for requested seek position\"","ds"
"822bcac0","pleo::Decoder_WebM_StreamClassic::DoSeek","\"pleo::Decoder_WebM_StreamClassic::DoSeek\"","ds"
"822bcaec","Can't seek because the stream does not contain cues","\"Can't seek because the stream does not contain cues\"","ds"
"822bcb34","Invalid input parameter\, _line is expected to exist!","\"Invalid input parameter\, _line is expected to exist!\"","ds"
"822bcb6c","Calling LockLine() but UnlockLine() was not called!","\"Calling LockLine() but UnlockLine() was not called!\"","ds"
"822bcba0","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::LockLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::LockLine\"","ds"
"822bcc08","X:\jd_code\main_legacy\extern\pleo\pleo\src\private/decoder/webm/Decoder_WebM_MkvReaderCacheLinePool.h","\"X:\\jd_code\\main_legacy\\extern\\pleo\\pleo\\src\\private/decoder/webm/Decoder_WebM_MkvReaderCacheLinePool.h\"","ds"
"822bcc70","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::UnlockLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::UnlockLine\"","ds"
"822bccdc","Calling UnlockLine() but LockLine() was never called!","\"Calling UnlockLine() but LockLine() was never called!\"","ds"
"822bcd18","X:\jd_code\main_legacy\extern\pleo\pleo\src\private/decoder/webm/Decoder_WebM_MkvReaderCache.h","\"X:\\jd_code\\main_legacy\\extern\\pleo\\pleo\\src\\private/decoder/webm/Decoder_WebM_MkvReaderCache.h\"","ds"
"822bcd78","pleo::Decoder_WebM_MkvReaderCache::LockRead","\"pleo::Decoder_WebM_MkvReaderCache::LockRead\"","ds"
"822bcda4","2 calls to LockRead() without calling UnlockRead()!","\"2 calls to LockRead() without calling UnlockRead()!\"","ds"
"822bcdd8","pleo::Decoder_WebM_MkvReaderCache::UnLockRead","\"pleo::Decoder_WebM_MkvReaderCache::UnLockRead\"","ds"
"822bce08","Call to UnlockRead() without calling LockRead()!","\"Call to UnlockRead() without calling LockRead()!\"","ds"
"822bce90","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_StreamAdaptive.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_StreamAdaptive.cpp\"","ds"
"822bcee4","pleo::`anonymous-namespace'::UpdateRepresentation","\"pleo::`anonymous-namespace'::UpdateRepresentation\"","ds"
"822bcf18","file is expected to exist!","\"file is expected to exist!\"","ds"
"822bcf34","Adaptive: Activated representation %u (old %u) at time %llu","\"Adaptive: Activated representation %u (old %u) at time %llu\"","ds"
"822bcf70","Adaptive: Seek activated representation %u (old %u) at time %llu","\"Adaptive: Seek activated representation %u (old %u) at time %llu\"","ds"
"822bcfb4","pleo::Decoder_WebM_StreamAdaptive::SwitchRepresentation","\"pleo::Decoder_WebM_StreamAdaptive::SwitchRepresentation\"","ds"
"822bcfec","pleo::Decoder_WebM_StreamAdaptive::AdvanceToNextBlock","\"pleo::Decoder_WebM_StreamAdaptive::AdvanceToNextBlock\"","ds"
"822bd024","active representation is expected to exist!","\"active representation is expected to exist!\"","ds"
"822bd050","Failed to switch to selected representation during seeking on %s","\"Failed to switch to selected representation during seeking on %s\"","ds"
"822bd094","repeating a seek to the same position; probably starving","\"repeating a seek to the same position; probably starving\"","ds"
"822bd0d0","Couldn't find representation for the seek frame %d on %s","\"Couldn't find representation for the seek frame %d on %s\"","ds"
"822bd10c","pleo::Decoder_WebM_StreamAdaptive::DoSeek","\"pleo::Decoder_WebM_StreamAdaptive::DoSeek\"","ds"
"822bd138","pleo::Decoder_WebM_StreamAdaptive::InitAndActivateFirstRepresentation","\"pleo::Decoder_WebM_StreamAdaptive::InitAndActivateFirstRepresentation\"","ds"
"822bd180","At least one representation must exist!","\"At least one representation must exist!\"","ds"
"822bd207","pWebM parse error: Cues entry data not all loaded - shouldn't happen unless we're streaming","\"pWebM parse error: Cues entry data not all loaded - shouldn't happen unless we're streaming\"","ds"
"822bd264","WebM parse error: Failed to parse cues","\"WebM parse error: Failed to parse cues\"","ds"
"822bd28c","In ParsingState::LoadCues()\, cues not found!","\"In ParsingState::LoadCues()\, cues not found!\"","ds"
"822bd2bc","WebM parse error: No seek head element.","\"WebM parse error: No seek head element.\"","ds"
"822bd2e4","Calling LoadCues() on a non-initialized parser state!","\"Calling LoadCues() on a non-initialized parser state!\"","ds"
"822bd31c","pleo::ParsingState::LoadCues","\"pleo::ParsingState::LoadCues\"","ds"
"822bd340","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_ParsingState.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_ParsingState.cpp\"","ds"
"822bd398","ParsingState::Init() called on already initialized object. Call Shutdown() before!","\"ParsingState::Init() called on already initialized object. Call Shutdown() before!\"","ds"
"822bd3ec","WebM parse error: Failed parsing the segment headers.","\"WebM parse error: Failed parsing the segment headers.\"","ds"
"822bd428","WebM parse error: Failed parsing the segment headers. Only partially read.","\"WebM parse error: Failed parsing the segment headers. Only partially read.\"","ds"
"822bd474","WebM parse error: Failed reading the first webm segment.","\"WebM parse error: Failed reading the first webm segment.\"","ds"
"822bd4b0","WebM parse error: Not a webm file / Not a valid file.","\"WebM parse error: Not a webm file / Not a valid file.\"","ds"
"822bd4e8","WebM parse error: Failed to parse webm header.","\"WebM parse error: Failed to parse webm header.\"","ds"
"822bd518","pleo::ParsingState::Init","\"pleo::ParsingState::Init\"","ds"
"822bd534","  Front Discards:        %u","\"  Front Discards:        %u\"","ds"
"822bd550","  Back Discards:         %u","\"  Back Discards:         %u\"","ds"
"822bd56c","  Load Requests:         %u","\"  Load Requests:         %u\"","ds"
"822bd588","  OnCacheMiss() calls:   %u","\"  OnCacheMiss() calls:   %u\"","ds"
"822bd5a4","  Cache Misses:          %u","\"  Cache Misses:          %u\"","ds"
"822bd5c0","  Line Break Lock Reads: %u","\"  Line Break Lock Reads: %u\"","ds"
"822bd5dc","  Heavy Lock Reads:      %u","\"  Heavy Lock Reads:      %u\"","ds"
"822bd5f8","  Lock Reads:            %u","\"  Lock Reads:            %u\"","ds"
"822bd614","  Heavy Reads:           %u","\"  Heavy Reads:           %u\"","ds"
"822bd630","  Reads:                 %u","\"  Reads:                 %u\"","ds"
"822bd64c","MkvReader Cache Statistics:","\"MkvReader Cache Statistics:\"","ds"
"822bd668","pleo::CacheStatsPrint","\"pleo::CacheStatsPrint\"","ds"
"822bd680","X:\jd_code\main_legacy\extern\pleo\pleo\src\private/decoder/webm/Decoder_WebM_MkvReaderCacheStats.h","\"X:\\jd_code\\main_legacy\\extern\\pleo\\pleo\\src\\private/decoder/webm/Decoder_WebM_MkvReaderCacheStats.h\"","ds"
"822bd6e8","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_MkvReaderCache.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_MkvReaderCache.cpp\"","ds"
"822bd73c","pleo::Decoder_WebM_MkvReaderCache::DiscardLinePredicate","\"pleo::Decoder_WebM_MkvReaderCache::DiscardLinePredicate\"","ds"
"822bd774","Line should be either loaded or being loaded!","\"Line should be either loaded or being loaded!\"","ds"
"822bd7a8","pleo::LLQueue<struct pleo::Decoder_WebM_Streamer::ReadRequest *\,16\,struct pleo::LLQueueUpdaterWMB>::pop","\"pleo::LLQueue<struct pleo::Decoder_WebM_Streamer::ReadRequest *\,16\,struct pleo::LLQueueUpdaterWMB>::pop\"","ds"
"822bd810","pleo::LLQueue<struct pleo::Decoder_WebM_Streamer::ReadRequest *\,16\,struct pleo::LLQueueUpdaterWMB>::push","\"pleo::LLQueue<struct pleo::Decoder_WebM_Streamer::ReadRequest *\,16\,struct pleo::LLQueueUpdaterWMB>::push\"","ds"
"822bd880","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::Init","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::Init\"","ds"
"822bd8e4","_config.m_loadBuffering.m_bufferSize must be a power of two","\"_config.m_loadBuffering.m_bufferSize must be a power of two\"","ds"
"822bd920","Streamer init failed!","\"Streamer init failed!\"","ds"
"822bd938","pleo::Decoder_WebM_MkvReaderCache::Init","\"pleo::Decoder_WebM_MkvReaderCache::Init\"","ds"
"822bd960","Cache line pool init failed!","\"Cache line pool init failed!\"","ds"
"822bd980","Invalid request popped from the finished request queue!","\"Invalid request popped from the finished request queue!\"","ds"
"822bd9b8","pleo::Decoder_WebM_MkvReaderCache::ProcessFinishedReads","\"pleo::Decoder_WebM_MkvReaderCache::ProcessFinishedReads\"","ds"
"822bd9f0","Line for request must exist!","\"Line for request must exist!\"","ds"
"822bda10","line and request pos does not match!","\"line and request pos does not match!\"","ds"
"822bda38","Line and request does not match!","\"Line and request does not match!\"","ds"
"822bda5c","memory buffers does not match!","\"memory buffers does not match!\"","ds"
"822bda80","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::ReserveLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_Preallocate>::ReserveLine\"","ds"
"822bdaec","Line does not contain a memory buffer!","\"Line does not contain a memory buffer!\"","ds"
"822bdb18","Streamer's read request full! Request max count > RequestQueueCapacity!","\"Streamer's read request full! Request max count > RequestQueueCapacity!\"","ds"
"822bdb60","Request contains a memory buffer (should be empty)!","\"Request contains a memory buffer (should be empty)!\"","ds"
"822bdb94","Line contains a memory buffer (should be empty)!","\"Line contains a memory buffer (should be empty)!\"","ds"
"822bdbc8","Unable to launch new read requests! Max line count bigger than max request count!","\"Unable to launch new read requests! Max line count bigger than max request count!\"","ds"
"822bdc1c","There should be empty cache lines!","\"There should be empty cache lines!\"","ds"
"822bdc40","pleo::Decoder_WebM_MkvReaderCache::LaunchRead","\"pleo::Decoder_WebM_MkvReaderCache::LaunchRead\"","ds"
"822bdc70","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_StreamAdaptiveFile.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_StreamAdaptiveFile.cpp\"","ds"
"822bdcc8","pleo::Decoder_WebM_StreamAdaptiveFile::GetCuePointOffsetInFile","\"pleo::Decoder_WebM_StreamAdaptiveFile::GetCuePointOffsetInFile\"","ds"
"822bdd08","track position for video track is expected to exist!","\"track position for video track is expected to exist!\"","ds"
"822bdd40","pleo::`anonymous-namespace'::GetFirstBlockFromCluster","\"pleo::`anonymous-namespace'::GetFirstBlockFromCluster\"","ds"
"822bdd78","WebM parse error: Error getting first block from a cluster.","\"WebM parse error: Error getting first block from a cluster.\"","ds"
"822bddb8","pleo::MkvReader<class pleo::Decoder_WebM_MkvReaderCacheAdaptive>::Init","\"pleo::MkvReader<class pleo::Decoder_WebM_MkvReaderCacheAdaptive>::Init\"","ds"
"822bde00","pleo::Decoder_WebM_StreamAdaptiveFile::GetPrefetchRequestDescForCuePoint","\"pleo::Decoder_WebM_StreamAdaptiveFile::GetPrefetchRequestDescForCuePoint\"","ds"
"822bde4c","cue point must exist","\"cue point must exist\"","ds"
"822bde64","pleo::Decoder_WebM_StreamAdaptiveFile::CollectCuesToPrefetch","\"pleo::Decoder_WebM_StreamAdaptiveFile::CollectCuesToPrefetch\"","ds"
"822bdea4","Start times do not match!","\"Start times do not match!\"","ds"
"822bded8","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::LockLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::LockLine\"","ds"
"822bdf40","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::UnlockLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::UnlockLine\"","ds"
"822bdfa8","X:\jd_code\main_legacy\extern\pleo\pleo\src\private/decoder/webm/Decoder_WebM_MkvReaderCacheAdaptive.h","\"X:\\jd_code\\main_legacy\\extern\\pleo\\pleo\\src\\private/decoder/webm/Decoder_WebM_MkvReaderCacheAdaptive.h\"","ds"
"822be010","pleo::Decoder_WebM_MkvReaderCacheAdaptive::LockRead","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::LockRead\"","ds"
"822be044","pleo::Decoder_WebM_MkvReaderCacheAdaptive::UnLockRead","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::UnLockRead\"","ds"
"822be080","In Decoder_WebM_StreamAdaptiveFile::Activate()\, failed to get the block corresponding to given cue point and track position","\"In Decoder_WebM_StreamAdaptiveFile::Activate()\, failed to get the block corresponding to given cue point and track position\"","ds"
"822be100","In Decoder_WebM_StreamAdaptiveFile::Activate()\, cue point does not contain track position for track %d","\"In Decoder_WebM_StreamAdaptiveFile::Activate()\, cue point does not contain track position for track %d\"","ds"
"822be168","In Decoder_WebM_StreamAdaptiveFile::Activate()\, invalid input parameter (_targetActivationTimeNs)","\"In Decoder_WebM_StreamAdaptiveFile::Activate()\, invalid input parameter (_targetActivationTimeNs)\"","ds"
"822be1cc","PrefetchRequest is expected to exist!","\"PrefetchRequest is expected to exist!\"","ds"
"822be1f4","Invalid input parameter: _targetActivationTimeNs","\"Invalid input parameter: _targetActivationTimeNs\"","ds"
"822be228","pleo::Decoder_WebM_StreamAdaptiveFile::Activate","\"pleo::Decoder_WebM_StreamAdaptiveFile::Activate\"","ds"
"822be258","pleo::Decoder_WebM_StreamAdaptiveFile::FindCuePointForTime","\"pleo::Decoder_WebM_StreamAdaptiveFile::FindCuePointForTime\"","ds"
"822be298","pleo::Decoder_WebM_StreamAdaptiveFile::IsPrefetchRequestFinished","\"pleo::Decoder_WebM_StreamAdaptiveFile::IsPrefetchRequestFinished\"","ds"
"822be2e0","pleo::Decoder_WebM_StreamAdaptiveFile::GetFirstBlockFromNextCluster","\"pleo::Decoder_WebM_StreamAdaptiveFile::GetFirstBlockFromNextCluster\"","ds"
"822be324","pleo::Decoder_WebM_StreamAdaptiveFile::GetNextBlock","\"pleo::Decoder_WebM_StreamAdaptiveFile::GetNextBlock\"","ds"
"822be358","pleo::Decoder_WebM_StreamAdaptiveFile::RetirePrefetchRequest","\"pleo::Decoder_WebM_StreamAdaptiveFile::RetirePrefetchRequest\"","ds"
"822be398","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_StreamAdaptivePlaylist.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_StreamAdaptivePlaylist.cpp\"","ds"
"822be3f4","pleo::`anonymous-namespace'::RetirePlaylistEntry","\"pleo::`anonymous-namespace'::RetirePlaylistEntry\"","ds"
"822be428","_plEntry->m_representation is expected to exist!","\"_plEntry->m_representation is expected to exist!\"","ds"
"822be460","pleo::Decoder_WebM_StreamAdaptivePlayList::NeedsRepresentationSwitch","\"pleo::Decoder_WebM_StreamAdaptivePlayList::NeedsRepresentationSwitch\"","ds"
"822be4a8","current playlist entry is expected to exist!","\"current playlist entry is expected to exist!\"","ds"
"822be4d8","pleo::Decoder_WebM_StreamAdaptivePlayList::AppendNewPlaylistElement","\"pleo::Decoder_WebM_StreamAdaptivePlayList::AppendNewPlaylistElement\"","ds"
"822be51c","Representation is expected to exist!","\"Representation is expected to exist!\"","ds"
"822be544","pleo::LineBufferAllocationPolicy_OnDemand::UpdateLineBuffer","\"pleo::LineBufferAllocationPolicy_OnDemand::UpdateLineBuffer\"","ds"
"822be580","Failed to allocate a read buffer with size %u","\"Failed to allocate a read buffer with size %u\"","ds"
"822be5b0","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_MkvReaderCacheAdaptive.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_MkvReaderCacheAdaptive.cpp\"","ds"
"822be60c","pleo::Decoder_WebM_MkvReaderCacheAdaptive::LaunchRead","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::LaunchRead\"","ds"
"822be648","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::Init","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::Init\"","ds"
"822be6ac","pleo::Decoder_WebM_MkvReaderCacheAdaptive::Init","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::Init\"","ds"
"822be6e0","pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::ReserveLine","\"pleo::Decoder_WebM_MkvReaderCacheLinePool<class pleo::LineBufferAllocationPolicy_OnDemand>::ReserveLine\"","ds"
"822be748","pleo::Decoder_WebM_MkvReaderCacheAdaptive::ProcessFinishedReads","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::ProcessFinishedReads\"","ds"
"822be788","pleo::Decoder_WebM_MkvReaderCacheAdaptive::ReadImpl","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::ReadImpl\"","ds"
"822be7bc","Trying to read data which was not prefetched.","\"Trying to read data which was not prefetched.\"","ds"
"822be7f0","Trying to read data over the cache line break\, this is not yet supported in adaptive mode.","\"Trying to read data over the cache line break\, this is not yet supported in adaptive mode.\"","ds"
"822be84c","pleo::Decoder_WebM_MkvReaderCacheAdaptive::LockReadImpl","\"pleo::Decoder_WebM_MkvReaderCacheAdaptive::LockReadImpl\"","ds"
"822be884","StreamAdaptiveFileAsyncInitializerThread","\"StreamAdaptiveFileAsyncInitializerThread\"","ds"
"822be8b0","Decoder_WebM_Streamer::Shutdown() not called!","\"Decoder_WebM_Streamer::Shutdown() not called!\"","ds"
"822be8e0","pleo::Decoder_WebM_Streamer::~Decoder_WebM_Streamer","\"pleo::Decoder_WebM_Streamer::~Decoder_WebM_Streamer\"","ds"
"822be918","..\..\..\extern\Pleo\Pleo\src\private\decoder\webm\Decoder_WebM_Streamer.cpp","\"..\\..\\..\\extern\\Pleo\\Pleo\\src\\private\\decoder\\webm\\Decoder_WebM_Streamer.cpp\"","ds"
"822be968","full queue should have place in this situation!","\"full queue should have place in this situation!\"","ds"
"822be998","Invalid read request (result pointer 0)!","\"Invalid read request (result pointer 0)!\"","ds"
"822be9c4","Invalid read request (result pointer must be 0)!","\"Invalid read request (result pointer must be 0)!\"","ds"
"822be9f8","Invalid buffer (position out of the file)!","\"Invalid buffer (position out of the file)!\"","ds"
"822bea24","Invalid request (stream value not set)!","\"Invalid request (stream value not set)!\"","ds"
"822bea4c","Invalid entry in the request queue!","\"Invalid entry in the request queue!\"","ds"
"822bea70","Calling process on empty queue!","\"Calling process on empty queue!\"","ds"
"822bea90","pleo::Decoder_WebM_Streamer::ProcessReadRequest","\"pleo::Decoder_WebM_Streamer::ProcessReadRequest\"","ds"
"822beac0","VPDecoderStreamerThread","\"VPDecoderStreamerThread\"","ds"
"822bf31c","Just dance","u\"Just dance\"","unicode"
"822bf348","game:\%s_default_x360.cfg","u\"game:\\%s_default_x360.cfg\"","unicode"
"822bf37c","fr-FR","u\"fr-FR\"","unicode"
"822bf388","en-US","u\"en-US\"","unicode"
"822bf394","en-GB","u\"en-GB\"","unicode"
"822bf3a0","defaultRule","u\"defaultRule\"","unicode"
"822bf488","redeem_song2","\"redeem_song2\"","ds"
"822bf4a8","01234567","\"01234567\"","ds"
"822bf4b4","fix me","\"fix me\"","ds"
"822bf4bc","Cancel","\"Cancel\"","ds"
"822bf4c4","MY360","\"MY360\"","ds"
"822bf4dc","cache:\","\"cache:\\\"","ds"
"822bf70c","NuiFrameEndEvent","\"NuiFrameEndEvent\"","ds"
"822bf9cc","WDFTournamentProtocol::GetTournamentCurrent_V1","\"WDFTournamentProtocol::GetTournamentCurrent_V1\"","ds"
"822bf9fc","WDFTournamentProtocol::GetTournamentPrevious_V1","\"WDFTournamentProtocol::GetTournamentPrevious_V1\"","ds"
"822bfa2c","WDFTournamentProtocol::GetTopPlayersCurrent_V1","\"WDFTournamentProtocol::GetTopPlayersCurrent_V1\"","ds"
"822bfa5c","WDFTournamentProtocol::GetTopPlayersPrevious_V1","\"WDFTournamentProtocol::GetTopPlayersPrevious_V1\"","ds"
"822bfa8c","WDFTournamentProtocol::GetTopPlayersByCountryCurrent_V1","\"WDFTournamentProtocol::GetTopPlayersByCountryCurrent_V1\"","ds"
"822bfac4","WDFTournamentProtocol::GetTopPlayersByCountryPrevious_V1","\"WDFTournamentProtocol::GetTopPlayersByCountryPrevious_V1\"","ds"
"822bfb00","WDFTournamentProtocol::GetTopFriendsCurrent_V1","\"WDFTournamentProtocol::GetTopFriendsCurrent_V1\"","ds"
"822bfb30","WDFTournamentProtocol::GetTopFriendsPrevious_V1","\"WDFTournamentProtocol::GetTopFriendsPrevious_V1\"","ds"
"822bfb60","WDFTournamentProtocol::GetPlayerListCurrent_V1","\"WDFTournamentProtocol::GetPlayerListCurrent_V1\"","ds"
"822bfb90","WDFTournamentProtocol::GetPlayerListPrevious_V1","\"WDFTournamentProtocol::GetPlayerListPrevious_V1\"","ds"
"822bfbc0","WDFTournamentProtocol::GetParticipationCount_V1","\"WDFTournamentProtocol::GetParticipationCount_V1\"","ds"
"822bfbf0","WDFTournamentProtocol::SendFinalScore_V1","\"WDFTournamentProtocol::SendFinalScore_V1\"","ds"
"822bfc1c","WDFTournamentProtocol","\"WDFTournamentProtocol\"","ds"
"822bfc34","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"822bfc54","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"822bfc6c","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"822bfc9c","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"822bfccc","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"822bfcfc","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"822bfd2c","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"822bfd54","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"822bfd7c","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"822bfda8","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"822bfdc8","PlayerStatsProtocol::WriteStats_V1","\"PlayerStatsProtocol::WriteStats_V1\"","ds"
"822bfdec","PlayerStatsProtocol::ReadStatsByPlayers_V1","\"PlayerStatsProtocol::ReadStatsByPlayers_V1\"","ds"
"822bfe18","PlayerStatsProtocol::ReadStatboardHistory_V1","\"PlayerStatsProtocol::ReadStatboardHistory_V1\"","ds"
"822bfe48","PlayerStatsProtocol::ReadLeaderboardHistory_V1","\"PlayerStatsProtocol::ReadLeaderboardHistory_V1\"","ds"
"822bfe78","PlayerStatsProtocol::ReadStatboardHistoryAggregated_V1","\"PlayerStatsProtocol::ReadStatboardHistoryAggregated_V1\"","ds"
"822bfeb0","PlayerStatsProtocol::GetStatboardNextPurgeDate_V1","\"PlayerStatsProtocol::GetStatboardNextPurgeDate_V1\"","ds"
"822bfee4","PlayerStatsProtocol::ReadLeaderboardsNearPlayer_V1","\"PlayerStatsProtocol::ReadLeaderboardsNearPlayer_V1\"","ds"
"822bff18","PlayerStatsProtocol::ReadLeaderboardsByRank_V1","\"PlayerStatsProtocol::ReadLeaderboardsByRank_V1\"","ds"
"822bff48","PlayerStatsProtocol::ReadLeaderboardsByPlayers_V1","\"PlayerStatsProtocol::ReadLeaderboardsByPlayers_V1\"","ds"
"822bff7c","PlayerStatsProtocol::ReadPopulationStats_V1","\"PlayerStatsProtocol::ReadPopulationStats_V1\"","ds"
"822bffa8","PlayerStatsProtocol::ReadPopulationStatsHistory_V1","\"PlayerStatsProtocol::ReadPopulationStatsHistory_V1\"","ds"
"822bffdc","PlayerStatsProtocol","\"PlayerStatsProtocol\"","ds"
"822c0150","R_STICK","u\"R_STICK\"","unicode"
"822c0160","L_STICK","u\"L_STICK\"","unicode"
"822c0170","BUTTONS","u\"BUTTONS\"","unicode"
"822c0180","R_TRIGGER","u\"R_TRIGGER\"","unicode"
"822c0194","L_TRIGGER","u\"L_TRIGGER\"","unicode"
"822c01b8","R_SHOULDER","u\"R_SHOULDER\"","unicode"
"822c01d0","L_SHOULDER","u\"L_SHOULDER\"","unicode"
"822c01e8","R_THUMB","u\"R_THUMB\"","unicode"
"822c0214","START","u\"START\"","unicode"
"822c0220","DPAD_RIGHT","u\"DPAD_RIGHT\"","unicode"
"822c0238","DPAD_LEFT","u\"DPAD_LEFT\"","unicode"
"822c024c","DPAD_DOWN","u\"DPAD_DOWN\"","unicode"
"822c0388","UpdateSemaphore","\"UpdateSemaphore\"","ds"
"822c0398","WriteSemaphore","\"WriteSemaphore\"","ds"
"822c03a8","WorkerSemaphore","\"WorkerSemaphore\"","ds"
"822c03b8","QueueSemaphore","\"QueueSemaphore\"","ds"
"822c03e8","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"822c0408","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"822c0420","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
